id_as400;enseigne;raison_sociale;adresse1;adresse2;adresse3;code_postal;code_postal_2;ville;langue;pays;devise;siret;forme_entreprise;contact_1;contact_2;contact_3;tel1;tel2;id_commercial_1;id_commercial_2;statut_commande_par;statut_livre;statut_facture
5041;ITM SCA PRODUITS D'ENTRETIEN;SCA PRODUITS D'ENTRETIEN;CATEGORIE PARFUMERIE-EXELSAONE;BASE CENTRALE EST;245, RUE DE NIZERAND-ZI ARNAS;69652;;VILLEFRANCHE SAÔNE;F;FR;EUR;;SA;FATIMA;;;04 74 07 24 95;;3;***;O;O;N
5042;ITM 01 ST GENIS POULLY;POUNY ITM 01 ST GENIS POUILLY;CATEGORIE PARFUMERIE;ZAC DE L'ALLONDON;;1630;;ST GENIS POULLY;F;FR;EUR;3,92756E+13;SA;MONSIEUR BALAGUERRE;;;04 50 20 60 60;04 86 17 24 88;68;***;O;O;O
5043;ITM 12 CAPDENAC GARE;ULENE ITM 12 CAPDENAC GARE;37 BD PAUL RAMADIER;;11232;12700;;CAPDENAC GARE;F;FR;EUR;3,88956E+13;SA;MONSIEUR DANTI;;;05 65 63 82 93;05 65 64 70 94;157;***;O;O;O
5044;ITM 17 MONTENDRE;SAINTONGE ITM 17 MONTENDRE;BOULEVARD DE SAINTONGE;C CIAL DE LA VALLEE;9111;17130;;MONTENDRE;F;FR;EUR;5,2735E+13;SAS;MONSIEUR VIDEAU;;;05 46 70 32 23;05 46 70 79 55;22;***;O;O;O
5045;ITM 63 LE CENDRE;ISOMA ITM 63 LE CENDRE;RUE DES MARCHES;;8671;63670;;LE CENDRE;F;FR;EUR;3,40718E+13;SA;MADAME CHRISTELLE COLLOMB;;;04 73 77 51 81;04 73 77 51 80;145;***;O;O;O
5046;ITM 14 DIVES SUR MER;DES DUNES ITM 14 DIVES;AVENUE DES RESISTANTS;ZAC DES GRANDS PRES;4540;14160;;DIVES SUR MER;F;FR;EUR;3,2176E+13;SAS;MONSIEUR DAGONNEAU;;;02 31 91 68 77;02 31 28 00 57;173;***;O;O;O
5047;ITM SCA PRODUITS D'ENTRETIEN;ENTREPOT TIBBET BRITTON;CATEGORIE PARFUMERIE;BASE CENTRALE ST-BARTHELEMY;7, RUE DES PORTIERES;49124;;ST BARTHELEMY ANGERS;F;FR;EUR;;SA;MADAME MARIE LECHATELAIN;;;02 41 33 55 93;;3;***;O;O;N
5048;ITM ALIMENT. INTERNAT. CHAULNE;ENT. MG CLD CHAULNES;CATEGORIE PARFUMERIE;8,BIS ROUTE D'HALLU;;80320;;CHAULNES;F;FR;EUR;;SA;ISABELLE REIGNAUD;;;01.69.64.10.50;;3;***;N;O;N
5049;ITM 37 NOTRE DAME D'OE;THOGUIMA ITM 37 NOTRE DAME;ROUTE DE LANGENNERIE;;9117;37390;;NOTRE DAME D'OE;F;FR;EUR;3,47582E+13;SA;MONSIEUR DERVELOY;;;02.47.42.63.00;02.47.49.13.32;162;***;O;O;O
5050;ITM 01 AMBERIEU EN BUGEY;ITM AMBERIEU EN BUGEY !BLOQUE!;CTRE COMMERCIAL DE L'AVIATION;LE MARAIS - LES TERREAUX;;1500;;AMBERIEU EN BUGEY;F;FR;EUR;4,14731E+13;SAS;MONSIEUR RANCONY;;;04.74.46.15.00;04.74.35.02.44;68;***;O;O;O
5051;ITM 46 GOURDON;CLEOU ITM 46 GOURDON;ROUTE DE FUMEL;;11202;46300;;GOURDON;F;FR;EUR;3,83464E+13;SA;MONSIEUR MIERMONT;;;05 65 41 39 45;05 65 41 70 49;157;***;O;O;O
5052;I.T.M 60 MERU;FAPAJ;2, AV. DES DROITS DE L'HOMME;;;60110;;MERU;F;FR;EUR;4,48946E+13;SAS;MONSIEUR DUCLOS;;;03 44 52 61 80;03 44 52 10 47;***;***;O;O;O
5053;ITM 26 MONTELIMAR;SODIMON  ITM 26 MONTELIMAR;25 RUE PAUL LOUBET;;10233;26200;;MONTELIMAR;F;FR;EUR;7,3298E+13;SA;MONSIEUR GRELLE;;;04 75 01 89 44;04 75 01 02 38;114;***;O;O;O
5054;I.T.M 07 LE TEIL;I.T.M LE TEIL SAS DELTI;RN 86 LA VIOLETTE;;;7400;;LE TEIL;F;FR;EUR;4,07544E+13;SAS;MONSIEUR GARCIN;;;04 75 49 49 49;04 75 49 47 91;***;***;O;O;O
5055;I.T.M 84 ST ROMAIN EN VIENNOIS;I.T.M ST R./VIENNOIS SA MACY;ROUTE DE NYONS;;;84110;;ST ROMAIN EN VIENNOIS;F;FR;EUR;3,32848E+13;SA;MR DE TOFFOLI/MR CARPENTIER;;;04 90 36 32 55;04 90 28 82 13;14;***;O;O;O
5056;I.T.M 38 REVEL TOURDAN;ITM  38 REVEL T. SA DOMALANE;ROUTE DEPARTEMENTALE 538;LIEU DIT L'EMBRANCHEMENT;;38270;;REVEL TOURDAN;F;FR;EUR;3,90751E+13;SA;MR LETT;;;04 74 84 53 65;04 74 84 56 75;114;***;O;O;O
5057;I.T.M 73 LE PONTBEAUVOISIN****;VOIR CLIENT 057333001;ZAC DE LA BARONNIE;;;73330;;LE PONT DE BEAUVOISIN;F;FR;EUR;4,23758E+13;SAS;EMILIE;;;04 76 32 84 60;04 76 32 84 41;***;***;O;O;O
5058;ITM 17 ST MARTIN D'ARY;MONTGUYONNAISE ST MARTIN D'ARY;LA BILLETTE;BP 19;;17270;;ST MARTIN D'ARY;F;FR;EUR;;SA;MONSIEUR LUSEAU;;;05 46 04 18 82;05 46 04 20 12;22;***;O;O;O
5059;ITM 81 LE SEQUESTRE;JANADA ITM 81 LE SEQUESTRE;ROUTE DE CAP LONG;;11661;81990;;LE SEQUESTRE;F;FR;EUR;325528222;SA;MME PEYRONNET EVELYNE;;;05 63 48 72 72;05 63 54 63 28;157;***;O;O;O
5060;ITM 33 COUTRAS;XIMINE ITM 33 COUTRAS;2 RUE DES BOUQUETS;;11325;33230;;COUTRAS;F;FR;EUR;;SA;MONSIEUR GARRY;;;05 57 49 01 66;05 57 49 13 66;174;***;O;O;O
5061;ITM 22 PLOULEC'H *** NE + SAIS;BAIR ITM PLOULEC'H;ROND POINT DE BEL AIR;;4152;22300;;PLOULEC'H;F;FR;EUR;3,50983E+13;SAS;MME BAIR;;;02 96 37 17 59;02 96 46 53 92;***;***;O;O;O
5062;ITM 74 LUGRIN;MONT ITM 74 LUGRIN;ROUTE DU STADE ZAC DES CRETS;;10181;74500;;LUGRIN;F;FR;EUR;3,83007E+13;SAS;MME BERTRAND;;;04 50 76 15 15;04 50 76 12 14;68;***;O;O;O
5063;ITM 44 CHATEAUBRIANT;CHATARN ITM 44 CHATEAUBRIANT;RUE DE SAINT NAZAIRE;;5409;44110;;CHATEAUBRIANT;F;FR;EUR;4,8132E+13;SAS;MADAME CHAMBRIN;;;02 40 28 16 96;02 40 28 21 47;109;***;O;O;O
5064;ITM 63 ISSOIRE;SODISSOIRE ITM 63 ISSOIRE;508 ROUTE DE PERRIER;;8511;63500;;ISSOIRE;F;FR;EUR;3,53431E+13;SA;MME MOURGUE;;;04 73 89 55 21;04 73 89 78 58;145;***;O;O;O
5065;ITM 64 MONEIN;LOUPIEN ITM 64 MONEIN;QUARTIER LOUPIEN;;;64360;;MONEIN;F;FR;EUR;3,8031E+13;SA;MONSIEUR ESCOBAR;;;05 59 21 44 10;05 59 21 44 10;20;***;O;O;O
5066;NETTO 17 ST MARTIN D'ARY;ZEUS. NETTO ST MARTIN D'ARY;LIEU DIT PIECE DU BOULIOT;;;17270;;ST MARTIN D'ARY;F;FR;EUR;;SA;MONSIEUR LUISEAU;;;05 46 04 18 82;05 46 04 20 12;***;***;O;O;O
5067;ITM 36 BUZANÇAIS;DICA ITM 36 BUZANCAIS;ROUTE DE BAUVAIS;LIEU DIT LES CHAUMES;8196;36500;;BUZANÇAIS;F;FR;EUR;3,3332E+13;SA;MR MME BOURMAIN;;;02 54 84 01 30;02 54 84 09 08;162;***;O;O;O
5068;ITM ST INDUSTRIE;ST INDUSTRIE I.T.M TOURCOING;36 RUE MARCEL HEMAUX;;;59200;;TOURCOING;F;FR;EUR;;SA;MR JOEL VASSEUR;;J.VASSEUR@PILOTESPLV.FR;03 20 78 95 85;;3;***;O;O;N
5069;I.T.M 19 BRIVE  ANNULE!!!!!;LOXILI   (VOIR CL 051910001);147 AVENUE RIBOT;;;19100;;BRIVE LA GAILLARDE;F;FR;EUR;3,85195E+13;SA;MR COLOMBEY;;;05 55 88 10 99;05 55 87 74 40;***;***;O;O;O
5070;ITM SNC SCA ENTRETIEN;SNC SCA ENTRETIEN I.T.M;51 RUE DES COMMUNAUX;BP 429;;1604;;TREVOUX CEDEX;F;FR;EUR;;SA;MME PATEY SYLVIE;;;04 74 00 91 70;04 74 08 97 77;3;***;N;N;O
5071;ITM 29 PLOURIN LES MORLAIX ***;CELSOL INTERMARCHE;PLATEAU SAINT FIACRE;;4190;29600;;PLOURIN-LES-MORLAIX;F;FR;EUR;3,8146E+13;SAS;;MR ET MME TARPIN (DIRIGEANTS);;02.56.03.62.64;02.98.63.95.44;***;***;O;O;O
5072;ITM 86 POITIERS;SYJAC ITM 86 POITIERS;91 AVENUE DU 8 MAI 1945;;;86000;;POITIERS;F;FR;EUR;4,02177E+13;SA;MADAME COUTURIER;;;05 49 88 45 71;05 49 88 70 10;22;***;O;O;O
5073;ITM 86 ST BENOIT;ROCADE SUD ITM 86 ST BENOIT;CARREFOUR DE LA VARENNE;;;86280;;ST BENOIT;F;FR;EUR;;SA;MONSIEUR DUBOURS;;;05 49 88 96 90;05 49 88 70 10;22;***;O;O;O
5074;I.T.M 74 THYER;SABO  ITM 74 THYER;RD 19 LES BOSSONS;;;74300;;THYER;F;FR;EUR;3,52839E+13;SAS;MONSIEUR VIEUX;;;04 50 34 55 12;04 50 34 68 00;68;***;O;O;O
5075;I.T.M 74 AMANCY;VANICA ITM 74 AMANCY;65 IMPASSE DES CHAMPS;;10900;74800;;AMANCY;F;FR;EUR;4,01571E+13;SAS;MONSIEUR VIEUX;;;04 50 03 17 69;04 50 03 03 55;68;***;O;O;O
5076;ITM 31 GRENADE;JUCEL ITM 31 GRENADE;1, AVENUE DE GASCOGNES;;11641;31330;;GRENADE;F;FR;EUR;;SA;MONSIEUR PERDRIX;;;05 61 82 70 46;;157;***;O;O;O
5077;ITM 87 CHALUS;DES DEUX  NE PAS UTILISER !!!!;14 BIS AVENUE FRANÇOIS;MITTERAND;VOIR CL 058723001;87233;;CHALUS;F;FR;EUR;3,22751E+13;SA;MADAME JAMMET;;;05 55 30 99 66;05 55 30 99 67;***;***;O;O;O
5078;ITM 87 AIXE SUR VIENNE;JAMAR ITM 87 AIXE SUR VIENNE;RUE JEANNE PICHENAUD;;9106;87700;;AIXE SUR VIENNE;F;FR;EUR;3,83926E+13;SAS;MME HEUDE;;;05 55 70 37 60;05 55 70 13 54;22;***;O;O;O
5079;ITM 84 ORANGE;JORMAS 84 ITM ORANGE;AVENUE DU GENERAL DE GAULLE;;;84100;;ORANGE;F;FR;EUR;4,42774E+13;SAS;MONSIEUR FREDY CARTIER;;;04 90 11 83 83;04 90 51 19 22;***;***;O;O;O
5080;ITM 33 LA TESTE BLD MIQUELOTS;FOROCEAN ITM 33 LA TESTE;BOULEVARD DES MIQUELOTS;;11191;33260;;LA TESTE;F;FR;EUR;;SA;MONSIEUR BERLAND;;;05 57 52 55 33;05 56 54 17 71;20;***;O;O;O
5081;I.T.M 54 DENEUVRE;BACCARINE ITM 54 DENEUVRE;ROUTE DE LA CHAPELLE;;;54120;;DENEUVRE;F;FR;EUR;;SA;MONSIEUR ALLIOT;;;03 83 75 49 32;03 83 75 19 48;10;***;O;O;O
5082;ITM 13 CHATEAURENARD;CHATODIS ITM 13 CHATEAURENARD;321 BOULEVARD ERNEST GENEVET;;12284;13160;;CHATEAURENARD;F;FR;EUR;3,06245E+13;SAS;MONSIEUR DISSET;;;04 90 94 03 17;04 90 94 19 25;179;***;O;O;O
5083;ITM 13 MARSEILLE CHARTREUX;SOMEFRAI ITM 13 MARSEILLE;24 BOULEVARD DE LA FEDERATION;(CHARTREUX);12118;13004;;MARSEILLE;F;FR;EUR;3,47507E+13;SA;MONSIEUR ROSSA;;;04 91 18 04 80;04 91 18 04 81;113;***;O;O;O
5084;ITM 52 JOINVILLE;CAPIE  ITM 52 JOINVILLE;24 AVENUE DE LA MARNE;;2668;52300;;JOINVILLE;F;FR;EUR;;SA;MR ET MME THIENOT;;;03 25 94 00 34;03 25 94 34 70;120;***;O;O;O
5085;ITM 54 NEUVES MAISONS;EVOLIS ITM 54 NEUVES MAISONS;1137 RUE PASTEUR;;3035;54230;;NEUVES MAISONS;F;FR;EUR;;SA;RESP. ACHAT MR BRUNO ANDRIS;;RECEPT. PASCAL NICOLO;03 83 47 80 80;03 83 47 80 90;10;***;O;O;O
5086;ITM 38 PASSINS MORESTEL;VACO ITM 38 PASSIN MORESTEL;ZONE ARTISANALE LE NANTHEY;;10654;38510;;PASSINS MORESTEL;F;FR;EUR;3,92294E+13;SAS;MONSIEUR MOREAS;;;04 74 80 25 05;04 74 33 06 55;114;***;O;O;O
5087;ITM 29 GUIPAVAS;STE DISTRIBUTION DE LA VALLE;85 RUE ANNE DE BRETAGNE;;;29490;;GUIPAVAS;F;FR;EUR;3,20422E+13;SA;MONSIEUR LEVEN;;MME MORVAN;02 98 84 62 22;02 98 84 78 69;***;30;O;O;O
5088;ECOMARCHE 15 RIOM ES MONTAGNE;GEMOLI ECOMARCHE 15 RIOM;RUE DES FRERES RODDE;;;15400;;RIOM ES MONTAGNE;F;FR;EUR;4,296E+13;SAS;MONSIEUR LIPPENS;;;04 71 78 07 78;04 71 78 22 60;157;***;O;O;O
5089;ITM 31 SEYSSES;URBLET ITM 31 SEYSSES;ZAC SEGLA;;11152;31600;;SEYSSES;F;FR;EUR;4,13812E+13;SAS;MADAME URBAIN;;;05 62 23 19 19;05 62 23 01 67;169;***;O;O;O
5090;ITM 30 ST GILLES;SOGIDI ITM 30 ST GILLES;1 RUE DE CAMBON;AVE DES COSTIERES;10885;30800;;ST GILLES;F;FR;EUR;3,29652E+13;SA;MONSIEUR GASSER;AHMED;;492314916;492313770;147;***;O;O;O
5091;ITM 41 VENDOME;AMON  ITM 41 VENDOME;C.C LA PIERRE LEVEE;ROUTE DE BLOIS;8114;41100;;VENDOME;F;FR;EUR;4,00231E+13;SAS;MONSIEUR SEIGNEURIE;;;02 54 73 80 00;02 54 73 80 01;162;***;O;O;O
5092;NETTO 26 MONTELIMAR;AJIMKAF;1 RUE PAUL LOUBET;;;26200;;MONTELIMAR;F;FR;EUR;4,00476E+13;SARL;MADAME COSTE;;;04 75 51 92 56;04 75 51 14 69;***;***;O;O;O
5093;ITM 07 VALLON PONT D'ARC;ELYS ITM 07 VALLON PONT D'ARC;LE BOURDARIC;CD 579;10162;7150;;VALLON PONT D'ARC;F;FR;EUR;3,80459E+13;SAS;MADAME ORTIZ;;;04 75 88 15 50;04 75 88 15 52;114;***;O;O;O
5094;ITM 47 MONTAYRAL;MONTAL ITM 47 MONTAYRAL FUMEL;CHEMIN DE LADHUILE;;;47500;;MONTAYRAL;F;FR;EUR;3,31011E+13;SA;MONSIEUR CHEDEMAIL;;;05 53 71 82 05;05 53 71 58 92;157;***;O;O;O
5095;ITM 33 LA REOLE*** NE PAS UTIL;NE PAS UTILISER***;ROUTE NATIONALE 13;C.C FRIMONT;;33190;;LA REOLE;F;FR;EUR;3,51339E+13;SA;MADAME CARNEIRO;;;05 56 61 18 29;05 56 61 18 61;***;***;O;O;O
5096;ITM 13 CABANNES;NABON ITM 13 CABANNES;QUARTIER ST-MICHEL;;50208;13440;;CABANNES;F;FR;EUR;3,5234E+13;SA;MADAME LAGOUTE;;;04 90 90 44 90;04 90 90 44 91;179;***;O;O;O
5097;ITM 25 MAICHE;DETROISEM ITM MAICHE;RUE DU JURA;;7111;25120;;MAICHE;F;FR;EUR;3,48862E+13;SA;MR JACQUILLOT (DR);;;03 81 64 30 40;03 81 64 30 41;176;***;O;O;O
5098;ITM 89 VILLENEUVE LA GAILLARDE; DISTAR ITM 89 VILLENEUVE LA;1 RUE GUILLAUME DES BARRES;;;89340;;VILLENEUVE LA GAILLARDE;F;FR;EUR;3,33161E+13;SA;ME ANISSE;;;03 86 66 45 45;03 86 68 03 12;161;***;O;O;O
5099;ITM 91 ETRECHY;ETRECHY DIST. ITM ETRECHY;CORPS SAINT VOIE NOUVELLE;8 AVENUE D ORLEANS;6410;91580;;ETRECHY;F;FR;EUR;;SA;MR POUPOT;;;01 60 80 24 08;01 60 80 29 65;180;***;O;O;O
5100;ITM 27 EVREUX MADELEINE;MENAPHI ITM 27 EVREUX MADELEIN;BOULEVARD DU 14 JUILLET;;3364;27000;;EVREUX;F;FR;EUR;4,21013E+13;SAS;MR MINOS (ACHATS);MARINE RESP DPH (RAYON);;02 32 28 78 00;02 32 28 04 72;46;***;O;O;O
5101;ITM 73 VIVIER LE LAC;ITM 73  VIVIER LE LAC NIDELPHA;LIEU DIT LA COUA;;10131;73420;;VIVIER DU LAC;F;FR;EUR;3,51813E+13;SA;MR BOUTREAU;;;04 79 54 41 75;04 79 54 46 94;68;***;O;O;O
5102;ITM 55 BELLEVILLE   ANNULE!!;OISSILA  (VOIR CL  055543001);AVENUE CHARLES DE GAULLE;;;55430;;BELLEVILLE SUR MEUSE;F;FR;EUR;4,28562E+13;SAS;MR BELLOT (ACHAT);;ME MARTIN (RAYON);03 28 84 67 22;03 29 84 67 23;***;***;O;O;O
5103;ITM 72 CHERREAU;VARFON ITM 72 CHERREAU;LIEU DIT LA LA BRETONNIERE;;4196;72400;;CHERREAU LA FERTE;F;FR;EUR;3,80916E+13;SAS;MR FRANQUET;;;02 43 93 66 20;02 43 71 74 86;162;***;O;O;O
5104;ITM 81 LAVAUR;VAURAL ITM 81 LAVAUR;AVENUE JACQUES BESSE;;11688;81500;;LAVAUR;F;FR;EUR;3,26467E+13;SA;MR MARIN (ACHAT);;MR BIAU (RAYON);05 63 83 17 30;05 63 83 17 35;169;***;O;O;O
5105;ITM 84 L'ISLE SUR LA SORGUE;BRACO ITM 84L'ISLE SUR LA SORG;CENTRE COMMERCIAL DE LA RHODE;ROUTE DE CARPENTRAS;10196;84800;;L ISLE SUR LA SORGUE;F;FR;EUR;3,87965E+13;SAS;MR FAUCHET;;;04 90 38 31 31;04 90 38 22 56;179;***;O;O;O
5106;ITM ALIMENTAIRE INTERNATIONAL;ITM ALIMENTAIRE INTERNATIONAL;ID LOGISTICS FRANCE - BAT G;ZAC DE LA REMISE - RUE THOMAS;EDISON - ETAB. SITE DE LISSES;91090;;LISSES;F;FR;EUR;;SAS;CARINE;;;01 69 22 86 47;;3;***;O;O;N
5107;I.T.M 56 PLOEREN;COGIL ITM PLOEREN;1 AVENUE ERIC TABARLY;;;56880;;PLOEREN;F;FR;EUR;3,79402E+12;SA;MADEMOISELLE MARTIN;;;02 97 40 07 07;02 97 40 07 25;***;***;O;O;O
5108;I.T.M 37 VEIGNE !!!!!!!!!!!!!!;PAPANGUE ITM 37 VEIGNE;NE PLUS UTILISER !!!!!!!;VOIR CL 053725001;;37250;;VEIGNE;F;FR;EUR;4,18766E+13;SAS;MADEMOISELLE LEFEVRE;;;02 47 26 90 26;02 47 26 90 27;***;***;O;O;O
5109;ITM 91 ONCY SUR ECOLE;DUTO   ITM ONCY SUR ECOLE;GRANDE RUE;;;91490;;ONCY SUR ECOLE;F;FR;EUR;3,42377E+13;SA;MME MARJO;;;01 64 98 73 32;01 64 98 73 34;180;***;O;O;O
5110;ITM 06 CANNES  ANNULE!!!;BOCAZUR   (VOIR CL 050615001);130 AVENUE FRANCIS TONNER;;;6150;;CANNES LA BOCCA;F;FR;EUR;3,31087E+13;SA;MADAME HIEMISCH;;;04 92 19 46 46;04 93 90 30 19;***;***;O;O;O
5111;ITM 94 NOISEAU;NARDAIS ITM 94 NOISEAU;1 RUE SADI CARNOT;ZAC DE LA PEPINIERE;6159;94880;;NOISEAU;F;FR;EUR;3,89378E+13;SA;M. DUGUE (ACHAT);;M. ROBERT (RAYON);01 49 82 61 61;01 49 82 48 68;175;***;O;O;O
5112;ITM 77 CROISSY BEAUBOURG;SEYANE ITM 77CROISSY BEAUBOURG;1 ROND POINT ROCCASECCA;;5843;77183;;CROISSY BEAUBOURG;F;FR;EUR;4,93494E+13;SA;M. EIKMEN (PDG);;M. PIERRE (RAYON);01 60 95 85 00;01 60 95 04 86;139;***;O;O;O
5113;ITM 17 DOLUS;DALO ITM 17 DOLUS;ACTIPOLE LA JARRIE 1  - RD 734;99 RTE DE L'ECUISSIERE LOT 17A;9160;17550;;DOLUS D'OLERON;F;FR;EUR;33294400017;SAS;MONSIEUR GROLLEAU;;;05 46 75 44 40;05 46 75 45 76;22;***;O;O;O
5114;ITM 08 CHARLEVILLE MEZIERES;ARDICO  ITM 08 CHARLEVILLE;69  ROUTE DE MONTHERME;;2700;8000;;CHARLEVILLE MEZIERES;F;FR;EUR;;SA;M. DANGAR (ACHAT);;;03 24 59 10 33;03 24 56 42 92;120;***;O;O;O
5115;ITM 24 LALINDE;CHRISEGUI ITM 24 LALINDE;ROUTE DE MAUZAC;LIEU DIT LE PORT;9475;24150;;LALINDE;F;FR;EUR;3,38982E+13;SAS;MONSIEUR FLORES;;;05 53 24 96 20;05 53 24 96 21;174;***;O;O;O
5116;ITM 26 AOUSTE/SYE;CREST DISTRI ITM 26  AOUSTE;CD 93;BP 502;;26400;;AOUSTE/SYE;F;FR;EUR;3,46371E+13;SA;MONSIEUR NIELSEN;;;04 75 40 62 45;04 75 76 78 33;114;***;O;O;O
5117;ITM 91 DRAVEIL;SODRAP ITM DRAVEIL;94 AVENUE HENRI BARBUSSE;;6142;91210;;DRAVEIL;F;FR;EUR;4,03861E+13;SAS;MR LEULIET(ACHAT);;;01 69 40 22 22;01 69 42 44 37;180;***;O;O;O
5118;ITM 77 OTHIS;COUTIS ITM 77 OTHIS;RUE DU 8 MAI 1945;;6167;77280;;OTHIS;F;FR;EUR;;SA;M. DECORNET (ACHAT);;;01 60 03 53 98;01 60 03 98 80;181;***;O;O;O
5119;ITM 38 LA MURE;SOLAM ITM 38 LA MURE;ZI LES MARAIS;;;38350;;LA MURE;F;FR;EUR;3,45032E+13;SAS;MADAME SOULAGE;;;04 76 30 96 39;04 76 30 90 48;114;***;O;O;O
5120;ITM 59 SOMAIN;MALVIC ITM 59 SOMAIN;INTERMARCHE DU BEAUVOIR;BOULEVARD LOUISE MICHEL;1654;59490;;SOMAIN;F;FR;EUR;;SA;ME PATTE (ACHAT);;;03 27 95 29 31;03 27 86 45 36;99;***;O;O;O
5121;ITM 79 CHEF BOUTONNE;MIFRANNE ITM 79 CHEF BOUTONNE;6 RUE LOUIS DOIGNON;;9108;79110;;CHEF BOUTONNE;F;FR;EUR;3,95208E+13;SAS;MADAME SAUVAGE;;;05 49 29 63 63;05 49 29 70 50;142;***;O;O;O
5122;ITM 49 ST ANDRE DE LA MARCHE;LANDRISE    'NE PAS UTILISER';ZONE ACTIPOLE ANJOU;RUE ANDRE AMPERE;;49450;;STANDRE DE LA MARCHE;F;FR;EUR;3,90931E+13;SA;MADAME BOUYER;;;02 41 55 62 00;02 41 55 62 01;***;***;O;O;N
5123;ITM 48 LANGOGNE;GEOLENE ITM 48 LANGOGNE;AVENUE JEAN MOULIN;;10214;48300;;LANGOGNE;F;FR;EUR;3,51534E+13;SAS;MR GOURY (RESPONSABLE ACHATS);;CHRISTELLE(RESPONSABLE RAYON);04 66 69 02 00;04 66 69 22 56;114;***;O;O;O
5124;I.T.M 50 CARENTAN  ANNULE!!!;DAVIAL   (VOIR CL 055050001);BOULEVARD DU COTENTIN;;;50500;;CARENTAN;F;FR;EUR;4,3926E+13;SA;MR VAVDAINE;;;02 33 42 31 50;02 33 42 31 30;***;***;O;O;O
5125;ITM 54 PONT A MOUSSON;MUSSIPONTUM ITM 54 PONT A MOUS;C.CIAL MONTRICHARD/RTE DE BRIE;1015 CHEMIN DE LA CORDERIE;1986;54700;;PONT A MOUSSON;F;FR;EUR;;SA;RESP. ACHAT LELANDAIS;;BRIGITTE (RAYON);03 83 82 03 15;03 83 82 55 21;10;***;O;O;O
5126;ITM 51 CHALONS EN CHAMPAGNE;ANNELAURE ITM 51 CHALONS;ZAC DU MONT HERY;;2220;51000;;CHALONS EN CHAMPAGNE;F;FR;EUR;;SAS;RESP. ACHAT MME DE ANTRADE;;;03 26 65 67 33;03 26 65 43 29;120;***;O;O;O
5127;I.T.M 34 CASTELNAU ANNULE!!!;PALABRI   (VOIR CL 053417001);ZA LE CLOS DE L'AUBE ROUGE;AVENUE DE L'INDUSTRIE;;34170;;CASTELNAU LE LEZ;F;FR;EUR;3,52324E+13;SAS;MONSIEUR PEROT(DIRECTEUR ACHAT;;MONSIEUR PEROT(RAYON);04 67 02 93 70;04 67 72 11 54;***;***;O;O;O
5128;ITM 61 ARGENTAN;DUFRA ITM 61 ARGENTAN;2 AVENUE DE LA 2EME DIVISION;BLINDEE;4136;61200;;ARGENTAN;F;FR;EUR;3,43777E+13;SAS;MONSIEUR MONTFORT;;;02 33 35 80 66;02 33 36 84 13;173;***;O;O;O
5129;ITM 48 ST CHELY D'APCHER;SAS ADDI ITM 48 ST CHELY D'APC;ROUTE DE MALZIEU;;10116;48200;;ST CHELY D'APCHER;F;FR;EUR;3,48375E+13;SAS;MR BATTEUX (ACHATS);;;04 66 31 01 30;04 66 31 28 42;145;***;O;O;O
5130;ITM 37 POCE SUR CISSE;LE RIVAGE ITM 37 POCE S/ CISSE;BOULEVARD DU SEVRAGE;;9907;37530;;POCE SUR CISSE;F;FR;EUR;3,20988E+13;SA;MR ODURO;;;02 47 30 51 81;02 47 30 54 15;162;***;O;O;O
5131;ITM 50 BRICQUEBEC;SANBAMI ITM 50 BRICQUEBEC;RUE BITOUZE D'AUXEMESNIL;;5304;50260;;BRICQUEBEC;F;FR;EUR;4,78838E+13;SAS;MONSIEUR VRAC;;;02 33 04 97 97;02 33 87 81 01;173;***;O;O;O
5132;ITM 73 ST PIERRE D'ALBIGNY;SAVOT ITM 73  ST PIERRE D'ALBI;ZI DU CAROUGE;;;73250;;ST PIERRE D'ALBIGNY;F;FR;EUR;4,10716E+13;SA;MR AGERON;;;04 79 28 55 63;04 79 28 64 47;68;***;O;O;O
5133;ITM 27 GASNY;VIMOPRES ITM 27 GASNY;ROUTE DE FOURGES;;3142;27620;;GASNY;F;FR;EUR;3,85116E+13;SAS;MR DIDIER BERTIN;;;02 32 52 60 30;02 32 52 65 02;46;***;O;O;O
5134;ITM 03 MONTLUCON AV J.GUESDE;KALILA ITM 03 MONTLUCON;AVENUE JULES GUESDE;;8349;3100;;MONTLUCON;F;FR;EUR;3,34472E+13;SAS;MONSIEUR MOUREAU (ACHATS);;MONSIEUR FRANOUX (DIRECTEUR);04 70 08 71 71;04 70 08 71 78;145;***;O;O;O
5135;ECO 09 BELESTA;BELESVER ECO 09 BELESTA;RD 117;;5688;9300;;BELESTA;F;FR;EUR;4,84439E+13;SAS;MONSIEUR CHOUANARD;;;05 34 09 24 91;05 61 01 35 95;169;58;O;O;O
5136;ITM 59 MASNY;CAPAMA ITM 59 MASNY;ROUTE NATIONALE 45;;1882;59176;;MASNY;F;FR;EUR;4,09603E+13;SAS;MR LHEUREUX;;;03 27 90 18 75;03 27 91 50 96;99;***;O;O;O
5137;ITM 33 BEAUTIRAN;SALACA ITM 33 BEAUTIRAN;ROUTE NATIONALE 113;LIEU DIT CALIN;11199;33640;;BEAUTIRAN;F;FR;EUR;3,44594E+13;SAS;MADAME GABRIAGUE;;;05 56 67 17 88;05 56 67 53 70;174;***;O;O;O
